shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
400001,135,43.341800,-8.414350,6240.808432156516
400001,136,43.341900,-8.414360,6251.957308272191
400001,137,43.342130,-8.414340,6277.583267805234
400001,138,43.342300,-8.414300,6296.761201714816
400001,139,43.342440,-8.414240,6313.067153206079
400001,140,43.342580,-8.414140,6330.60960891842
400001,141,43.342610,-8.414100,6335.256256498276
400001,142,43.342650,-8.414100,6339.704059707449
400001,143,43.342690,-8.414150,6345.715050521626
400001,144,43.342690,-8.414190,6348.949766846401
400001,145,43.342660,-8.414250,6354.837937168304
400001,146,43.342830,-8.414830,6405.407229177511
400001,147,43.342850,-8.414960,6416.152681514976
400001,148,43.342890,-8.414990,6421.2190979204215
400001,149,43.342910,-8.415040,6425.833712926506
400001,150,43.342900,-8.415120,6432.397987216368
400001,151,43.342850,-8.415160,6438.830264465108
400001,152,43.342860,-8.415300,6450.206215489415
400001,153,43.342950,-8.415550,6472.76446158274
400001,154,43.343020,-8.415620,6482.388863605851
400001,155,43.343200,-8.415720,6503.975898764152
400001,156,43.344070,-8.415740,6600.7291372296695
